input_sizes,output_layouts
"[(80, 260), (207, 226), (93, 199), (228, 147), (140, 295), (220, 149), (259, 79), (215, 177)]","[(917, 376, 997, 376, 997, 636, 917, 636), (157, 404, 364, 404, 364, 630, 157, 630), (136, 657, 229, 657, 229, 856, 136, 856), (45, 54, 273, 54, 273, 201, 45, 201), (856, 310, 996, 310, 996, 605, 856, 605), (697, 194, 917, 194, 917, 343, 697, 343), (128, 59, 387, 59, 387, 138, 128, 138), (132, 29, 347, 29, 347, 206, 132, 206)]"
"[(238, 64), (99, 64), (287, 101), (173, 89), (223, 136), (271, 290), (265, 212), (268, 89), (275, 184), (224, 139), (140, 190), (69, 131)]","[(758, 847, 996, 847, 996, 911, 758, 911), (559, 49, 658, 49, 658, 113, 559, 113), (171, 791, 458, 791, 458, 892, 171, 892), (665, 486, 838, 486, 838, 575, 665, 575), (138, 50, 361, 50, 361, 186, 138, 186), (102, 281, 373, 281, 373, 571, 102, 571), (65, 653, 330, 653, 330, 865, 65, 865), (682, 367, 950, 367, 950, 456, 682, 456), (424, 664, 699, 664, 699, 848, 424, 848), (665, 312, 889, 312, 889, 451, 665, 451), (760, 35, 900, 35, 900, 225, 760, 225), (751, 159, 820, 159, 820, 290, 751, 290)]"
"[(188, 240), (108, 68), (296, 273), (208, 223)]","[(110, 41, 298, 41, 298, 281, 110, 281), (269, 695, 377, 695, 377, 763, 269, 763), (584, 210, 880, 210, 880, 483, 584, 483), (72, 547, 280, 547, 280, 770, 72, 770)]"
"[(278, 198), (124, 74), (215, 243), (275, 185)]","[(411, 92, 689, 92, 689, 290, 411, 290), (732, 681, 856, 681, 856, 755, 732, 755), (374, 358, 589, 358, 589, 601, 374, 601), (453, 597, 728, 597, 728, 782, 453, 782)]"
"[(290, 261), (116, 217)]","[(527, 315, 817, 315, 817, 576, 527, 576), (365, 427, 481, 427, 481, 644, 365, 644)]"
"[(141, 98), (63, 171), (187, 240), (186, 192), (252, 278), (184, 294), (269, 70), (253, 240), (223, 258), (97, 107), (282, 189)]","[(98, 326, 239, 326, 239, 424, 98, 424), (764, 521, 827, 521, 827, 692, 764, 692), (618, 519, 805, 519, 805, 759, 618, 759), (664, 548, 850, 548, 850, 740, 664, 740), (340, 680, 592, 680, 592, 958, 340, 958), (508, 203, 692, 203, 692, 497, 508, 497), (81, 858, 350, 858, 350, 928, 81, 928), (498, 402, 751, 402, 751, 642, 498, 642), (605, 155, 828, 155, 828, 413, 605, 413), (114, 516, 211, 516, 211, 623, 114, 623), (154, 227, 436, 227, 436, 416, 154, 416)]"
"[(272, 120), (126, 210), (261, 58), (185, 296), (68, 120)]","[(171, 852, 443, 852, 443, 972, 171, 972), (395, 533, 521, 533, 521, 743, 395, 743), (56, 326, 317, 326, 317, 384, 56, 384), (702, 481, 887, 481, 887, 777, 702, 777), (676, 121, 744, 121, 744, 241, 676, 241)]"
"[(60, 269), (253, 219), (173, 258), (77, 54)]","[(273, 249, 333, 249, 333, 518, 273, 518), (121, 410, 374, 410, 374, 629, 121, 629), (495, 355, 668, 355, 668, 613, 495, 613), (711, 579, 788, 579, 788, 633, 711, 633)]"
"[(236, 126), (106, 74), (171, 88), (130, 138)]","[(237, 520, 473, 520, 473, 646, 237, 646), (667, 877, 773, 877, 773, 951, 667, 951), (715, 467, 886, 467, 886, 555, 715, 555), (674, 23, 804, 23, 804, 161, 674, 161)]"
"[(243, 51), (252, 70)]","[(520, 238, 763, 238, 763, 289, 520, 289), (207, 685, 459, 685, 459, 755, 207, 755)]"
"[(128, 287), (105, 158), (106, 294), (223, 206), (149, 50), (137, 176)]","[(765, 495, 893, 495, 893, 782, 765, 782), (84, 186, 189, 186, 189, 344, 84, 344), (56, 685, 162, 685, 162, 979, 56, 979), (777, 577, 1000, 577, 1000, 783, 777, 783), (784, 59, 933, 59, 933, 109, 784, 109), (75, 320, 212, 320, 212, 496, 75, 496)]"
"[(113, 52), (91, 260), (294, 295), (154, 75), (105, 234), (272, 278), (164, 105), (155, 98), (134, 162)]","[(215, 731, 328, 731, 328, 783, 215, 783), (685, 353, 776, 353, 776, 613, 685, 613), (27, 76, 321, 76, 321, 371, 27, 371), (796, 641, 950, 641, 950, 716, 796, 716), (220, 90, 325, 90, 325, 324, 220, 324), (661, 608, 933, 608, 933, 886, 661, 886), (732, 794, 896, 794, 896, 899, 732, 899), (817, 290, 972, 290, 972, 388, 817, 388), (359, 797, 493, 797, 493, 959, 359, 959)]"
"[(77, 193), (126, 83), (249, 287), (233, 215), (290, 205), (144, 77), (211, 82), (288, 147), (64, 193), (137, 208)]","[(585, 750, 662, 750, 662, 943, 585, 943), (71, 402, 197, 402, 197, 485, 71, 485), (565, 333, 814, 333, 814, 620, 565, 620), (3, 503, 236, 503, 236, 718, 3, 718), (26, 694, 316, 694, 316, 899, 26, 899), (68, 747, 212, 747, 212, 824, 68, 824), (57, 391, 268, 391, 268, 473, 57, 473), (596, 756, 884, 756, 884, 903, 596, 903), (855, 566, 919, 566, 919, 759, 855, 759), (201, 340, 338, 340, 338, 548, 201, 548)]"
"[(268, 144), (272, 242), (138, 205), (63, 124), (294, 136), (232, 135), (299, 235)]","[(348, 109, 616, 109, 616, 253, 348, 253), (424, 162, 696, 162, 696, 404, 424, 404), (610, 158, 748, 158, 748, 363, 610, 363), (670, 397, 733, 397, 733, 521, 670, 521), (131, 406, 425, 406, 425, 542, 131, 542), (662, 851, 894, 851, 894, 986, 662, 986), (668, 33, 967, 33, 967, 268, 668, 268)]"
"[(182, 231), (196, 115), (297, 136), (112, 77), (218, 50), (230, 249), (127, 117), (76, 69), (100, 193), (171, 229), (244, 240), (151, 124)]","[(617, 64, 799, 64, 799, 295, 617, 295), (372, 279, 568, 279, 568, 394, 372, 394), (279, 793, 576, 793, 576, 929, 279, 929), (762, 361, 874, 361, 874, 438, 762, 438), (529, 143, 747, 143, 747, 193, 529, 193), (148, 136, 378, 136, 378, 385, 148, 385), (415, 694, 542, 694, 542, 811, 415, 811), (37, 411, 113, 411, 113, 480, 37, 480), (177, 310, 277, 310, 277, 503, 177, 503), (130, 666, 301, 666, 301, 895, 130, 895), (271, 411, 515, 411, 515, 651, 271, 651), (770, 565, 921, 565, 921, 689, 770, 689)]"
"[(198, 93), (102, 267), (184, 286)]","[(452, 358, 650, 358, 650, 451, 452, 451), (339, 240, 441, 240, 441, 507, 339, 507), (789, 80, 973, 80, 973, 366, 789, 366)]"
"[(208, 75), (193, 213), (189, 281), (97, 193), (169, 204), (195, 149), (211, 66), (62, 122), (242, 254), (113, 240), (160, 234)]","[(392, 34, 600, 34, 600, 109, 392, 109), (238, 620, 431, 620, 431, 833, 238, 833), (704, 17, 893, 17, 893, 298, 704, 298), (580, 575, 677, 575, 677, 768, 580, 768), (429, 367, 598, 367, 598, 571, 429, 571), (685, 719, 880, 719, 880, 868, 685, 868), (116, 40, 327, 40, 327, 106, 116, 106), (205, 275, 267, 275, 267, 397, 205, 397), (19, 500, 261, 500, 261, 754, 19, 754), (54, 555, 167, 555, 167, 795, 54, 795), (194, 319, 354, 319, 354, 553, 194, 553)]"
"[(97, 132), (99, 203), (242, 121), (169, 274)]","[(127, 210, 224, 210, 224, 342, 127, 342), (545, 491, 644, 491, 644, 694, 545, 694), (691, 507, 933, 507, 933, 628, 691, 628), (275, 266, 444, 266, 444, 540, 275, 540)]"
"[(248, 189), (153, 258), (125, 239), (116, 280)]","[(69, 161, 317, 161, 317, 350, 69, 350), (338, 66, 491, 66, 491, 324, 338, 324), (134, 545, 259, 545, 259, 784, 134, 784), (760, 447, 876, 447, 876, 727, 760, 727)]"
"[(114, 268), (71, 229), (121, 79), (203, 298), (149, 256), (117, 55), (50, 300), (195, 178), (93, 60), (182, 137)]","[(804, 666, 918, 666, 918, 934, 804, 934), (436, 719, 507, 719, 507, 948, 436, 948), (701, 82, 822, 82, 822, 161, 701, 161), (192, 458, 395, 458, 395, 756, 192, 756), (849, 121, 998, 121, 998, 377, 849, 377), (519, 212, 636, 212, 636, 267, 519, 267), (440, 21, 490, 21, 490, 321, 440, 321), (183, 633, 378, 633, 378, 811, 183, 811), (612, 348, 705, 348, 705, 408, 612, 408), (361, 151, 543, 151, 543, 288, 361, 288)]"
"[(224, 232), (118, 291), (153, 167), (246, 144), (149, 158), (258, 246), (163, 257), (293, 269), (209, 243), (121, 206), (207, 56)]","[(17, 144, 241, 144, 241, 376, 17, 376), (48, 600, 166, 600, 166, 891, 48, 891), (733, 224, 886, 224, 886, 391, 733, 391), (591, 196, 837, 196, 837, 340, 591, 340), (720, 75, 869, 75, 869, 233, 720, 233), (682, 224, 940, 224, 940, 470, 682, 470), (525, 727, 688, 727, 688, 984, 525, 984), (521, 666, 814, 666, 814, 935, 521, 935), (620, 263, 829, 263, 829, 506, 620, 506), (572, 758, 693, 758, 693, 964, 572, 964), (716, 784, 923, 784, 923, 840, 716, 840)]"
"[(65, 191), (136, 281), (207, 115), (201, 170), (222, 211)]","[(756, 282, 821, 282, 821, 473, 756, 473), (72, 416, 208, 416, 208, 697, 72, 697), (534, 116, 741, 116, 741, 231, 534, 231), (354, 777, 555, 777, 555, 947, 354, 947), (736, 298, 958, 298, 958, 509, 736, 509)]"
"[(74, 236), (90, 185), (120, 149), (289, 108), (51, 170), (290, 277), (208, 224), (105, 54), (136, 257), (119, 52)]","[(456, 358, 530, 358, 530, 594, 456, 594), (237, 160, 327, 160, 327, 345, 237, 345), (426, 311, 546, 311, 546, 460, 426, 460), (579, 207, 868, 207, 868, 315, 579, 315), (779, 154, 830, 154, 830, 324, 779, 324), (170, 332, 460, 332, 460, 609, 170, 609), (192, 620, 400, 620, 400, 844, 192, 844), (360, 666, 465, 666, 465, 720, 360, 720), (529, 105, 665, 105, 665, 362, 529, 362), (641, 877, 760, 877, 760, 929, 641, 929)]"
"[(169, 197), (208, 300), (281, 257), (161, 55), (269, 96), (72, 192), (257, 176), (103, 262), (165, 213), (160, 197), (112, 113)]","[(139, 516, 308, 516, 308, 713, 139, 713), (616, 203, 824, 203, 824, 503, 616, 503), (146, 705, 427, 705, 427, 962, 146, 962), (684, 871, 845, 871, 845, 926, 684, 926), (525, 666, 794, 666, 794, 762, 525, 762), (754, 410, 826, 410, 826, 602, 754, 602), (372, 166, 629, 166, 629, 342, 372, 342), (665, 211, 768, 211, 768, 473, 665, 473), (428, 410, 593, 410, 593, 623, 428, 623), (128, 801, 288, 801, 288, 998, 128, 998), (658, 637, 770, 637, 770, 750, 658, 750)]"
"[(192, 176), (183, 201), (123, 274), (268, 149), (75, 261), (77, 62), (116, 183), (240, 264), (252, 146), (106, 74), (153, 65)]","[(559, 412, 751, 412, 751, 588, 559, 588), (718, 444, 901, 444, 901, 645, 718, 645), (364, 170, 487, 170, 487, 444, 364, 444), (46, 621, 314, 621, 314, 770, 46, 770), (55, 449, 130, 449, 130, 710, 55, 710), (346, 109, 423, 109, 423, 171, 346, 171), (799, 585, 915, 585, 915, 768, 799, 768), (254, 320, 494, 320, 494, 584, 254, 584), (543, 76, 795, 76, 795, 222, 543, 222), (670, 687, 776, 687, 776, 761, 670, 761), (386, 247, 539, 247, 539, 312, 386, 312)]"
"[(256, 107), (291, 258), (213, 267), (114, 270), (168, 108), (216, 195), (98, 172), (157, 267), (298, 136), (274, 218)]","[(614, 526, 870, 526, 870, 633, 614, 633), (550, 248, 841, 248, 841, 506, 550, 506), (670, 243, 883, 243, 883, 510, 670, 510), (762, 343, 876, 343, 876, 613, 762, 613), (226, 634, 394, 634, 394, 742, 226, 742), (371, 770, 587, 770, 587, 965, 371, 965), (540, 185, 638, 185, 638, 357, 540, 357), (114, 521, 271, 521, 271, 788, 114, 788), (232, 131, 530, 131, 530, 267, 232, 267), (182, 512, 456, 512, 456, 730, 182, 730)]"
"[(217, 212), (287, 200), (105, 149), (79, 193), (231, 280)]","[(514, 319, 731, 319, 731, 531, 514, 531), (265, 738, 552, 738, 552, 938, 265, 938), (189, 90, 294, 90, 294, 239, 189, 239), (524, 37, 603, 37, 603, 230, 524, 230), (91, 355, 322, 355, 322, 635, 91, 635)]"
"[(243, 239), (270, 73)]","[(157, 408, 400, 408, 400, 647, 157, 647), (2, 913, 272, 913, 272, 986, 2, 986)]"
"[(137, 156), (147, 97), (245, 262), (112, 218)]","[(861, 564, 998, 564, 998, 720, 861, 720), (788, 619, 935, 619, 935, 716, 788, 716), (412, 492, 657, 492, 657, 754, 412, 754), (25, 282, 137, 282, 137, 500, 25, 500)]"
"[(246, 298)]","[(402, 671, 648, 671, 648, 969, 402, 969)]"
"[(219, 109), (148, 240), (212, 275)]","[(137, 22, 356, 22, 356, 131, 137, 131), (299, 17, 447, 17, 447, 257, 299, 257), (557, 282, 769, 282, 769, 557, 557, 557)]"
"[(73, 163), (168, 126), (154, 120), (147, 84), (85, 197), (58, 281), (222, 111), (74, 124), (246, 165), (236, 147), (206, 213), (70, 240)]","[(77, 646, 150, 646, 150, 809, 77, 809), (146, 404, 314, 404, 314, 530, 146, 530), (472, 630, 626, 630, 626, 750, 472, 750), (18, 132, 165, 132, 165, 216, 18, 216), (767, 453, 852, 453, 852, 650, 767, 650), (924, 1, 982, 1, 982, 282, 924, 282), (248, 365, 470, 365, 470, 476, 248, 476), (637, 661, 711, 661, 711, 785, 637, 785), (751, 591, 997, 591, 997, 756, 751, 756), (545, 221, 781, 221, 781, 368, 545, 368), (77, 218, 283, 218, 283, 431, 77, 431), (211, 94, 281, 94, 281, 334, 211, 334)]"
"[(199, 145), (212, 175), (105, 198), (276, 221), (89, 121), (51, 159), (169, 251), (189, 232), (211, 161)]","[(337, 736, 536, 736, 536, 881, 337, 881), (433, 63, 645, 63, 645, 238, 433, 238), (659, 429, 764, 429, 764, 627, 659, 627), (333, 699, 609, 699, 609, 920, 333, 920), (85, 873, 174, 873, 174, 994, 85, 994), (778, 155, 829, 155, 829, 314, 778, 314), (195, 470, 364, 470, 364, 721, 195, 721), (251, 715, 440, 715, 440, 947, 251, 947), (210, 744, 421, 744, 421, 905, 210, 905)]"
"[(176, 193), (159, 104), (79, 270), (137, 197), (239, 54), (167, 285), (60, 92), (193, 122), (169, 182)]","[(607, 205, 783, 205, 783, 398, 607, 398), (360, 364, 519, 364, 519, 468, 360, 468), (570, 511, 649, 511, 649, 781, 570, 781), (320, 598, 457, 598, 457, 795, 320, 795), (260, 650, 499, 650, 499, 704, 260, 704), (206, 307, 373, 307, 373, 592, 206, 592), (623, 291, 683, 291, 683, 383, 623, 383), (727, 604, 920, 604, 920, 726, 727, 726), (563, 684, 732, 684, 732, 866, 563, 866)]"
"[(113, 98), (184, 185), (252, 84), (124, 247), (72, 217), (107, 177), (112, 272), (122, 270)]","[(766, 741, 879, 741, 879, 839, 766, 839), (285, 711, 469, 711, 469, 896, 285, 896), (377, 811, 629, 811, 629, 895, 377, 895), (58, 158, 182, 158, 182, 405, 58, 405), (642, 44, 714, 44, 714, 261, 642, 261), (791, 417, 898, 417, 898, 594, 791, 594), (308, 253, 420, 253, 420, 525, 308, 525), (648, 70, 770, 70, 770, 340, 648, 340)]"
"[(226, 174), (269, 285), (266, 127), (173, 155)]","[(406, 149, 632, 149, 632, 323, 406, 323), (421, 249, 690, 249, 690, 534, 421, 534), (298, 621, 564, 621, 564, 748, 298, 748), (401, 453, 574, 453, 574, 608, 401, 608)]"
"[(103, 248), (247, 204), (87, 121), (251, 288), (51, 244), (158, 98), (254, 156), (220, 92), (298, 100), (294, 106), (257, 289)]","[(807, 302, 910, 302, 910, 550, 807, 550), (454, 131, 701, 131, 701, 335, 454, 335), (765, 708, 852, 708, 852, 829, 765, 829), (229, 445, 480, 445, 480, 733, 229, 733), (671, 517, 722, 517, 722, 761, 671, 761), (189, 171, 347, 171, 347, 269, 189, 269), (351, 534, 605, 534, 605, 690, 351, 690), (222, 336, 442, 336, 442, 428, 222, 428), (621, 379, 919, 379, 919, 479, 621, 479), (314, 558, 608, 558, 608, 664, 314, 664), (309, 57, 566, 57, 566, 346, 309, 346)]"
"[(241, 105), (248, 272), (139, 95), (135, 110), (185, 162), (79, 190), (129, 221), (56, 161), (118, 172)]","[(550, 10, 791, 10, 791, 115, 550, 115), (271, 358, 519, 358, 519, 630, 271, 630), (227, 832, 366, 832, 366, 927, 227, 927), (315, 102, 450, 102, 450, 212, 315, 212), (195, 79, 380, 79, 380, 241, 195, 241), (20, 676, 99, 676, 99, 866, 20, 866), (177, 75, 306, 75, 306, 296, 177, 296), (31, 248, 87, 248, 87, 409, 31, 409), (164, 441, 282, 441, 282, 613, 164, 613)]"
"[(291, 188), (58, 71), (284, 119), (287, 233), (200, 120), (62, 280), (84, 67), (287, 109)]","[(356, 22, 647, 22, 647, 210, 356, 210), (369, 57, 427, 57, 427, 128, 369, 128), (125, 650, 409, 650, 409, 769, 125, 769), (475, 463, 762, 463, 762, 696, 475, 696), (647, 111, 847, 111, 847, 231, 647, 231), (776, 688, 838, 688, 838, 968, 776, 968), (851, 786, 935, 786, 935, 853, 851, 853), (713, 887, 1000, 887, 1000, 996, 713, 996)]"
"[(273, 81), (183, 63), (205, 227), (295, 201), (288, 200), (106, 138), (123, 216), (230, 72), (162, 242), (162, 84), (70, 194), (227, 250)]","[(350, 2, 623, 2, 623, 83, 350, 83), (253, 310, 436, 310, 436, 373, 253, 373), (84, 580, 289, 580, 289, 807, 84, 807), (674, 295, 969, 295, 969, 496, 674, 496), (570, 242, 858, 242, 858, 442, 570, 442), (559, 575, 665, 575, 665, 713, 559, 713), (133, 339, 256, 339, 256, 555, 133, 555), (274, 802, 504, 802, 504, 874, 274, 874), (238, 50, 400, 50, 400, 292, 238, 292), (697, 341, 859, 341, 859, 425, 697, 425), (502, 230, 572, 230, 572, 424, 502, 424), (2, 390, 229, 390, 229, 640, 2, 640)]"
"[(59, 57)]","[(919, 469, 978, 469, 978, 526, 919, 526)]"
"[(249, 154), (124, 155), (275, 266), (151, 85), (206, 68), (181, 227), (201, 57), (163, 59), (244, 238), (245, 88), (55, 299), (194, 176)]","[(363, 205, 612, 205, 612, 359, 363, 359), (634, 555, 758, 555, 758, 710, 634, 710), (677, 711, 952, 711, 952, 977, 677, 977), (752, 628, 903, 628, 903, 713, 752, 713), (196, 143, 402, 143, 402, 211, 196, 211), (131, 72, 312, 72, 312, 299, 131, 299), (353, 426, 554, 426, 554, 483, 353, 483), (810, 662, 973, 662, 973, 721, 810, 721), (33, 737, 277, 737, 277, 975, 33, 975), (653, 705, 898, 705, 898, 793, 653, 793), (822, 665, 877, 665, 877, 964, 822, 964), (66, 452, 260, 452, 260, 628, 66, 628)]"
"[(92, 169), (77, 88), (196, 134), (68, 81), (187, 181), (260, 74), (50, 112), (250, 247)]","[(14, 354, 106, 354, 106, 523, 14, 523), (760, 327, 837, 327, 837, 415, 760, 415), (756, 208, 952, 208, 952, 342, 756, 342), (274, 493, 342, 493, 342, 574, 274, 574), (125, 100, 312, 100, 312, 281, 125, 281), (373, 775, 633, 775, 633, 849, 373, 849), (380, 830, 430, 830, 430, 942, 380, 942), (386, 304, 636, 304, 636, 551, 386, 551)]"
"[(287, 233), (206, 53), (115, 65), (88, 79)]","[(225, 686, 512, 686, 512, 919, 225, 919), (740, 175, 946, 175, 946, 228, 740, 228), (679, 156, 794, 156, 794, 221, 679, 221), (242, 790, 330, 790, 330, 869, 242, 869)]"
"[(241, 280), (144, 74), (143, 143), (140, 260), (96, 85), (77, 250), (296, 181), (143, 119), (189, 133), (103, 128), (67, 111)]","[(625, 226, 866, 226, 866, 506, 625, 506), (85, 363, 229, 363, 229, 437, 85, 437), (563, 169, 706, 169, 706, 312, 563, 312), (44, 561, 184, 561, 184, 821, 44, 821), (257, 744, 353, 744, 353, 829, 257, 829), (113, 617, 190, 617, 190, 867, 113, 867), (288, 15, 584, 15, 584, 196, 288, 196), (141, 456, 284, 456, 284, 575, 141, 575), (97, 576, 286, 576, 286, 709, 97, 709), (121, 406, 224, 406, 224, 534, 121, 534), (236, 275, 303, 275, 303, 386, 236, 386)]"
"[(281, 92), (275, 142), (222, 271)]","[(270, 198, 551, 198, 551, 290, 270, 290), (183, 385, 458, 385, 458, 527, 183, 527), (681, 518, 903, 518, 903, 789, 681, 789)]"
"[(133, 67), (105, 158), (113, 217), (196, 266), (296, 67)]","[(517, 47, 650, 47, 650, 114, 517, 114), (527, 328, 632, 328, 632, 486, 527, 486), (593, 178, 706, 178, 706, 395, 593, 395), (65, 100, 261, 100, 261, 366, 65, 366), (139, 36, 435, 36, 435, 103, 139, 103)]"
"[(288, 50), (211, 150), (93, 182)]","[(141, 897, 429, 897, 429, 947, 141, 947), (429, 450, 640, 450, 640, 600, 429, 600), (93, 318, 186, 318, 186, 500, 93, 500)]"
"[(238, 295), (134, 117), (124, 106), (246, 250)]","[(640, 619, 878, 619, 878, 914, 640, 914), (440, 378, 574, 378, 574, 495, 440, 495), (841, 878, 965, 878, 965, 984, 841, 984), (478, 579, 724, 579, 724, 829, 478, 829)]"
"[(139, 91), (67, 189), (123, 291), (285, 146), (178, 70)]","[(489, 88, 628, 88, 628, 179, 489, 179), (349, 192, 416, 192, 416, 381, 349, 381), (10, 207, 133, 207, 133, 498, 10, 498), (478, 169, 763, 169, 763, 315, 478, 315), (227, 58, 405, 58, 405, 128, 227, 128)]"
"[(155, 223), (193, 294), (154, 289), (288, 246), (215, 61), (296, 87), (298, 129), (286, 137), (110, 247)]","[(376, 409, 531, 409, 531, 632, 376, 632), (689, 162, 882, 162, 882, 456, 689, 456), (123, 371, 277, 371, 277, 660, 123, 660), (63, 228, 351, 228, 351, 474, 63, 474), (288, 703, 503, 703, 503, 764, 288, 764), (92, 616, 388, 616, 388, 703, 92, 703), (224, 554, 522, 554, 522, 683, 224, 683), (261, 214, 547, 214, 547, 351, 261, 351), (785, 140, 895, 140, 895, 387, 785, 387)]"
"[(259, 68), (98, 236), (160, 131)]","[(680, 406, 939, 406, 939, 474, 680, 474), (556, 757, 654, 757, 654, 993, 556, 993), (617, 158, 777, 158, 777, 289, 617, 289)]"
"[(253, 189), (256, 268), (248, 124), (208, 72), (291, 66), (105, 77), (231, 74)]","[(599, 723, 852, 723, 852, 912, 599, 912), (670, 83, 926, 83, 926, 351, 670, 351), (581, 167, 829, 167, 829, 291, 581, 291), (559, 285, 767, 285, 767, 357, 559, 357), (28, 293, 319, 293, 319, 359, 28, 359), (403, 835, 508, 835, 508, 912, 403, 912), (546, 881, 777, 881, 777, 955, 546, 955)]"
"[(181, 187), (216, 260)]","[(109, 13, 290, 13, 290, 200, 109, 200), (14, 589, 230, 589, 230, 849, 14, 849)]"
"[(51, 289), (63, 120), (254, 232), (147, 69)]","[(823, 38, 874, 38, 874, 327, 823, 327), (294, 862, 357, 862, 357, 982, 294, 982), (401, 227, 655, 227, 655, 459, 401, 459), (26, 459, 173, 459, 173, 528, 26, 528)]"
"[(57, 278), (51, 253), (85, 53), (195, 65), (210, 69), (77, 259)]","[(427, 476, 484, 476, 484, 754, 427, 754), (480, 81, 531, 81, 531, 334, 480, 334), (752, 250, 837, 250, 837, 303, 752, 303), (565, 463, 760, 463, 760, 528, 565, 528), (503, 319, 713, 319, 713, 388, 503, 388), (268, 301, 345, 301, 345, 560, 268, 560)]"
"[(214, 123), (158, 75), (217, 88), (285, 119), (289, 104)]","[(208, 510, 422, 510, 422, 633, 208, 633), (4, 520, 162, 520, 162, 595, 4, 595), (218, 514, 435, 514, 435, 602, 218, 602), (606, 680, 891, 680, 891, 799, 606, 799), (703, 640, 992, 640, 992, 744, 703, 744)]"
"[(50, 237), (113, 286), (236, 168), (134, 276), (198, 254), (233, 287), (260, 122), (219, 51), (248, 105)]","[(20, 592, 70, 592, 70, 829, 20, 829), (847, 692, 960, 692, 960, 978, 847, 978), (660, 759, 896, 759, 896, 927, 660, 927), (688, 465, 822, 465, 822, 741, 688, 741), (451, 592, 649, 592, 649, 846, 451, 846), (750, 682, 983, 682, 983, 969, 750, 969), (358, 830, 618, 830, 618, 952, 358, 952), (300, 862, 519, 862, 519, 913, 300, 913), (581, 821, 829, 821, 829, 926, 581, 926)]"
"[(91, 197), (58, 108), (128, 145), (134, 225)]","[(701, 533, 792, 533, 792, 730, 701, 730), (582, 101, 640, 101, 640, 209, 582, 209), (142, 202, 270, 202, 270, 347, 142, 347), (155, 113, 289, 113, 289, 338, 155, 338)]"
